Código Departamento,Departamento,Código Entidad,Entidad,Dimensión,Subcategoría,Indicador,Dato Numérico,Dato Cualitativo,Año,Mes,Fuente,Unidad de Medida
52,Nariño,52240,Chachagüí,Educación,Acceso a la educación,Cobertura bruta en educación - Total,82.37,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52250,El Charco,Educación,Acceso a la educación,Cobertura bruta en educación - Total,131.77,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52254,El Peñol,Educación,Acceso a la educación,Cobertura bruta en educación - Total,90.21,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52256,El Rosario,Educación,Acceso a la educación,Cobertura bruta en educación - Total,62.81,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52258,El Tablón de Gómez,Educación,Acceso a la educación,Cobertura bruta en educación - Total,115.57,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52260,El Tambo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,103.46,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52287,Funes,Educación,Acceso a la educación,Cobertura bruta en educación - Total,91.25,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52317,Guachucal,Educación,Acceso a la educación,Cobertura bruta en educación - Total,104.69,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52320,Guaitarilla,Educación,Acceso a la educación,Cobertura bruta en educación - Total,92.95,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52323,Gualmatán,Educación,Acceso a la educación,Cobertura bruta en educación - Total,114.19,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52352,Iles,Educación,Acceso a la educación,Cobertura bruta en educación - Total,94.83,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52354,Imués,Educación,Acceso a la educación,Cobertura bruta en educación - Total,108.38,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52356,Ipiales,Educación,Acceso a la educación,Cobertura bruta en educación - Total,95.01,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52378,La Cruz,Educación,Acceso a la educación,Cobertura bruta en educación - Total,180.03,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52885,Yacuanquer,Educación,Acceso a la educación,Cobertura bruta en educación - Total,101.55,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52835,San Andrés de Tumaco,Educación,Acceso a la educación,Cobertura bruta en educación - Total,121.43,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52838,Túquerres,Educación,Acceso a la educación,Cobertura bruta en educación - Total,112.62,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52381,La Florida,Educación,Acceso a la educación,Cobertura bruta en educación - Total,83.49,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52385,La Llanada,Educación,Acceso a la educación,Cobertura bruta en educación - Total,81.18,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52390,La Tola,Educación,Acceso a la educación,Cobertura bruta en educación - Total,138.22,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52399,La Unión,Educación,Acceso a la educación,Cobertura bruta en educación - Total,123.11,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52405,Leiva,Educación,Acceso a la educación,Cobertura bruta en educación - Total,74.27,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52411,Linares,Educación,Acceso a la educación,Cobertura bruta en educación - Total,137.11,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52418,Los Andes,Educación,Acceso a la educación,Cobertura bruta en educación - Total,48.4,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52427,Magüi,Educación,Acceso a la educación,Cobertura bruta en educación - Total,76.66,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52435,Mallama,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.15,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52473,Mosquera,Educación,Acceso a la educación,Cobertura bruta en educación - Total,83.41,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52480,Nariño,Educación,Acceso a la educación,Cobertura bruta en educación - Total,78.62,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52490,Olaya Herrera,Educación,Acceso a la educación,Cobertura bruta en educación - Total,113.65,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52506,Ospina,Educación,Acceso a la educación,Cobertura bruta en educación - Total,70.07,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52520,Francisco Pizarro,Educación,Acceso a la educación,Cobertura bruta en educación - Total,75.7,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52540,Policarpa,Educación,Acceso a la educación,Cobertura bruta en educación - Total,74.36,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52560,Potosí,Educación,Acceso a la educación,Cobertura bruta en educación - Total,89.5,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52565,Providencia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,48.79,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52573,Puerres,Educación,Acceso a la educación,Cobertura bruta en educación - Total,108.28,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52585,Pupiales,Educación,Acceso a la educación,Cobertura bruta en educación - Total,108.71,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52612,Ricaurte,Educación,Acceso a la educación,Cobertura bruta en educación - Total,90.86,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52621,Roberto Payán,Educación,Acceso a la educación,Cobertura bruta en educación - Total,128.57,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52678,Samaniego,Educación,Acceso a la educación,Cobertura bruta en educación - Total,80.12,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52683,Sandoná,Educación,Acceso a la educación,Cobertura bruta en educación - Total,101.1,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52685,San Bernardo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,60.07,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52687,San Lorenzo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,85.43,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52693,San Pablo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,104.65,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52694,San Pedro de Cartago,Educación,Acceso a la educación,Cobertura bruta en educación - Total,63.88,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52696,Santa Bárbara,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.67,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52699,Santacruz,Educación,Acceso a la educación,Cobertura bruta en educación - Total,45.11,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52720,Sapuyes,Educación,Acceso a la educación,Cobertura bruta en educación - Total,83.44,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52786,Taminango,Educación,Acceso a la educación,Cobertura bruta en educación - Total,111.97,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
52,Nariño,52788,Tangua,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.15,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54000,Norte de Santander,Educación,Acceso a la educación,Cobertura bruta en educación - Total,101.03,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54001,Cúcuta,Educación,Acceso a la educación,Cobertura bruta en educación - Total,109.15,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54003,Ábrego,Educación,Acceso a la educación,Cobertura bruta en educación - Total,92.84,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54051,Arboledas,Educación,Acceso a la educación,Cobertura bruta en educación - Total,93.46,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54099,Bochalema,Educación,Acceso a la educación,Cobertura bruta en educación - Total,91.72,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54109,Bucarasica,Educación,Acceso a la educación,Cobertura bruta en educación - Total,122.07,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54125,Cácota,Educación,Acceso a la educación,Cobertura bruta en educación - Total,107.56,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54128,Cachirá,Educación,Acceso a la educación,Cobertura bruta en educación - Total,84.79,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54172,Chinácota,Educación,Acceso a la educación,Cobertura bruta en educación - Total,96.59,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54174,Chitagá,Educación,Acceso a la educación,Cobertura bruta en educación - Total,81.78,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54206,Convención,Educación,Acceso a la educación,Cobertura bruta en educación - Total,115.94,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54223,Cucutilla,Educación,Acceso a la educación,Cobertura bruta en educación - Total,100.13,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54239,Durania,Educación,Acceso a la educación,Cobertura bruta en educación - Total,109.18,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54245,El Carmen,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.88,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54250,El Tarra,Educación,Acceso a la educación,Cobertura bruta en educación - Total,107.78,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54261,El Zulia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.78,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54313,Gramalote,Educación,Acceso a la educación,Cobertura bruta en educación - Total,111.06,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54344,Hacarí,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.73,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54720,Sardinata,Educación,Acceso a la educación,Cobertura bruta en educación - Total,97.14,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54743,Silos,Educación,Acceso a la educación,Cobertura bruta en educación - Total,85.64,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54800,Teorama,Educación,Acceso a la educación,Cobertura bruta en educación - Total,85.99,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54810,Tibú,Educación,Acceso a la educación,Cobertura bruta en educación - Total,106.82,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54820,Toledo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,94.42,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54871,Villa Caro,Educación,Acceso a la educación,Cobertura bruta en educación - Total,104.63,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54874,Villa del Rosario,Educación,Acceso a la educación,Cobertura bruta en educación - Total,84.23,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54347,Herrán,Educación,Acceso a la educación,Cobertura bruta en educación - Total,55.53,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54377,Labateca,Educación,Acceso a la educación,Cobertura bruta en educación - Total,79.78,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54385,La Esperanza,Educación,Acceso a la educación,Cobertura bruta en educación - Total,93.32,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54398,La Playa,Educación,Acceso a la educación,Cobertura bruta en educación - Total,112.75,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54405,Los Patios,Educación,Acceso a la educación,Cobertura bruta en educación - Total,80.68,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54418,Lourdes,Educación,Acceso a la educación,Cobertura bruta en educación - Total,94.96,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54480,Mutiscua,Educación,Acceso a la educación,Cobertura bruta en educación - Total,95.99,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54498,Ocaña,Educación,Acceso a la educación,Cobertura bruta en educación - Total,109.34,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54518,Pamplona,Educación,Acceso a la educación,Cobertura bruta en educación - Total,78.75,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54520,Pamplonita,Educación,Acceso a la educación,Cobertura bruta en educación - Total,86.06,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54553,Puerto Santander,Educación,Acceso a la educación,Cobertura bruta en educación - Total,67.07,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54599,Ragonvalia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,56.86,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54660,Salazar,Educación,Acceso a la educación,Cobertura bruta en educación - Total,98.72,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54670,San Calixto,Educación,Acceso a la educación,Cobertura bruta en educación - Total,110.32,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54673,San Cayetano,Educación,Acceso a la educación,Cobertura bruta en educación - Total,85.75,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
54,Norte de Santander,54680,Santiago,Educación,Acceso a la educación,Cobertura bruta en educación - Total,96.94,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63000,Quindío,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.78,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63001,Armenia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,104.24,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63111,Buenavista,Educación,Acceso a la educación,Cobertura bruta en educación - Total,117.61,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63130,Calarcá,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.43,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63190,Circasia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,94.5,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63212,Córdoba,Educación,Acceso a la educación,Cobertura bruta en educación - Total,110.92,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63272,Filandia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,100.16,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63302,Génova,Educación,Acceso a la educación,Cobertura bruta en educación - Total,96.9,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63401,La Tebaida,Educación,Acceso a la educación,Cobertura bruta en educación - Total,94.44,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63470,Montenegro,Educación,Acceso a la educación,Cobertura bruta en educación - Total,102.85,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63548,Pijao,Educación,Acceso a la educación,Cobertura bruta en educación - Total,136.03,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63594,Quimbaya,Educación,Acceso a la educación,Cobertura bruta en educación - Total,97.81,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
63,Quindío,63690,Salento,Educación,Acceso a la educación,Cobertura bruta en educación - Total,125.34,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50000,Meta,Educación,Acceso a la educación,Cobertura bruta en educación - Total,105.24,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50001,Villavicencio,Educación,Acceso a la educación,Cobertura bruta en educación - Total,112.92,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50006,Acacías,Educación,Acceso a la educación,Cobertura bruta en educación - Total,130.29,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50110,Barranca de Upía,Educación,Acceso a la educación,Cobertura bruta en educación - Total,139.44,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50124,Cabuyaro,Educación,Acceso a la educación,Cobertura bruta en educación - Total,115.26,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50150,Castilla La Nueva,Educación,Acceso a la educación,Cobertura bruta en educación - Total,138.17,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50223,Cubarral,Educación,Acceso a la educación,Cobertura bruta en educación - Total,100.15,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50226,Cumaral,Educación,Acceso a la educación,Cobertura bruta en educación - Total,117.22,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50245,El Calvario,Educación,Acceso a la educación,Cobertura bruta en educación - Total,116.56,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50251,El Castillo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,113.77,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50270,El Dorado,Educación,Acceso a la educación,Cobertura bruta en educación - Total,114.86,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50287,Fuente de Oro,Educación,Acceso a la educación,Cobertura bruta en educación - Total,104.52,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50313,Granada,Educación,Acceso a la educación,Cobertura bruta en educación - Total,111.97,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50318,Guamal,Educación,Acceso a la educación,Cobertura bruta en educación - Total,122.36,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50325,Mapiripán,Educación,Acceso a la educación,Cobertura bruta en educación - Total,44.41,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50330,Mesetas,Educación,Acceso a la educación,Cobertura bruta en educación - Total,82.4,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50350,La Macarena,Educación,Acceso a la educación,Cobertura bruta en educación - Total,59.14,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50370,Uribe,Educación,Acceso a la educación,Cobertura bruta en educación - Total,48.28,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50400,Lejanías,Educación,Acceso a la educación,Cobertura bruta en educación - Total,106.86,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50450,Puerto Concordia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,49.13,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50568,Puerto Gaitán,Educación,Acceso a la educación,Cobertura bruta en educación - Total,119.65,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50711,Vistahermosa,Educación,Acceso a la educación,Cobertura bruta en educación - Total,78.45,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50573,Puerto López,Educación,Acceso a la educación,Cobertura bruta en educación - Total,97.5,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50577,Puerto Lleras,Educación,Acceso a la educación,Cobertura bruta en educación - Total,91.52,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50590,Puerto Rico,Educación,Acceso a la educación,Cobertura bruta en educación - Total,60.98,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50606,Restrepo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,146.42,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50680,San Carlos de Guaroa,Educación,Acceso a la educación,Cobertura bruta en educación - Total,119.79,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50683,San Juan de Arama,Educación,Acceso a la educación,Cobertura bruta en educación - Total,80.73,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50686,San Juanito,Educación,Acceso a la educación,Cobertura bruta en educación - Total,91.12,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
50,Meta,50689,San Martín,Educación,Acceso a la educación,Cobertura bruta en educación - Total,106.45,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47980,Zona Bananera,Educación,Acceso a la educación,Cobertura bruta en educación - Total,163.33,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47798,Tenerife,Educación,Acceso a la educación,Cobertura bruta en educación - Total,144.79,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47960,Zapayán,Educación,Acceso a la educación,Cobertura bruta en educación - Total,104.78,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47703,San Zenón,Educación,Acceso a la educación,Cobertura bruta en educación - Total,160.51,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47707,Santa Ana,Educación,Acceso a la educación,Cobertura bruta en educación - Total,105.8,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47720,Santa Bárbara de Pinto,Educación,Acceso a la educación,Cobertura bruta en educación - Total,88.23,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47745,Sitionuevo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,98.15,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47205,Concordia,Educación,Acceso a la educación,Cobertura bruta en educación - Total,129.99,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47245,El Banco,Educación,Acceso a la educación,Cobertura bruta en educación - Total,132.71,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47258,El Piñón,Educación,Acceso a la educación,Cobertura bruta en educación - Total,101.45,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47268,El Retén,Educación,Acceso a la educación,Cobertura bruta en educación - Total,111.37,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47288,Fundación,Educación,Acceso a la educación,Cobertura bruta en educación - Total,122.42,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47318,Guamal,Educación,Acceso a la educación,Cobertura bruta en educación - Total,132.48,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47460,Nueva Granada,Educación,Acceso a la educación,Cobertura bruta en educación - Total,99.35,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47541,Pedraza,Educación,Acceso a la educación,Cobertura bruta en educación - Total,141.2,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47545,Pijiño del Carmen,Educación,Acceso a la educación,Cobertura bruta en educación - Total,128.82,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47551,Pivijay,Educación,Acceso a la educación,Cobertura bruta en educación - Total,114.4,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47555,Plato,Educación,Acceso a la educación,Cobertura bruta en educación - Total,129.74,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47570,Puebloviejo,Educación,Acceso a la educación,Cobertura bruta en educación - Total,114.34,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47605,Remolino,Educación,Acceso a la educación,Cobertura bruta en educación - Total,98.94,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
47,Magdalena,47660,Sabanas de San Ángel,Educación,Acceso a la educación,Cobertura bruta en educación - Total,113.59,,2009,12,Ministerio de Educación Nacional,Porcentaje (el valor está multiplicado por 100)
