codigo_depto,depto,cod_entidad,entidad,anualidad,matematicas,lectura
15,Boyacá,15774,Susacón,2013,44.5,45.45
15,Boyacá,15764,Soracá,2013,45.53,48.65
15,Boyacá,15763,Sotaquirá,2013,43.45,45.91
15,Boyacá,15762,Sora,2013,45.36,47.66
15,Boyacá,15761,Somondoco,2013,42.19,49.67
15,Boyacá,15759,Sogamoso,2013,49.71,49.31
15,Boyacá,15757,Socha,2013,43.86,47.0
15,Boyacá,15755,Socotá,2013,43.37,44.18
15,Boyacá,15753,Soatá,2013,46.92,47.03
15,Boyacá,15740,Siachoque,2013,43.7,45.12
15,Boyacá,15723,Sativasur,2013,41.65,44.06
15,Boyacá,15720,Sativanorte,2013,42.9,45.29
15,Boyacá,15696,Santa Sofía,2013,46.62,47.41
15,Boyacá,15693,Santa Rosa de Viterbo,2013,48.69,47.99
15,Boyacá,15690,Santa María,2013,48.9,51.38
15,Boyacá,15686,Santana,2013,41.81,44.25
15,Boyacá,15681,San Pablo de Borbur,2013,40.73,44.08
15,Boyacá,15676,San Miguel de Sema,2013,44.91,46.31
15,Boyacá,15673,San Mateo,2013,44.71,43.67
15,Boyacá,15667,San Luis de Gaceno,2013,45.0,46.72
15,Boyacá,15664,San José de Pare,2013,43.49,45.02
15,Boyacá,15660,San Eduardo,2013,49.88,50.13
25,Cundinamarca,25335,Guayabetal,2013,44.05,46.25
25,Cundinamarca,25328,Guayabal de Síquima,2013,41.36,45.48
25,Cundinamarca,25326,Guatavita,2013,42.42,44.88
25,Cundinamarca,25324,Guataquí,2013,38.47,42.27
25,Cundinamarca,25322,Guasca,2013,44.82,47.66
25,Cundinamarca,25320,Guaduas,2013,43.77,46.43
25,Cundinamarca,25317,Guachetá,2013,42.21,46.36
25,Cundinamarca,25312,Granada,2013,45.16,47.01
25,Cundinamarca,25307,Girardot,2013,43.12,45.74
25,Cundinamarca,25299,Gama,2013,45.57,45.75
25,Cundinamarca,25297,Gachetá,2013,44.15,46.36
25,Cundinamarca,25295,Gachancipá,2013,44.96,47.3
25,Cundinamarca,25293,Gachalá,2013,40.94,44.49
25,Cundinamarca,25290,Fusagasugá,2013,44.98,47.83
25,Cundinamarca,25288,Fúquene,2013,44.85,48.17
25,Cundinamarca,25286,Funza,2013,45.66,48.65
25,Cundinamarca,25281,Fosca,2013,42.71,45.5
25,Cundinamarca,25279,Fómeque,2013,44.74,46.1
25,Cundinamarca,25269,Facatativá,2013,45.77,48.36
25,Cundinamarca,25260,El Rosal,2013,43.16,45.8
25,Cundinamarca,25258,El Peñón,2013,43.1,46.2
25,Cundinamarca,25245,El Colegio,2013,43.36,46.17
25,Cundinamarca,25224,Cucunubá,2013,42.64,46.5
25,Cundinamarca,25214,Cota,2013,47.56,50.13
25,Cundinamarca,25200,Cogua,2013,46.23,48.13
25,Cundinamarca,25183,Chocontá,2013,44.16,45.35
25,Cundinamarca,25181,Choachí,2013,44.58,46.37
25,Cundinamarca,25178,Chipaque,2013,45.01,46.04
25,Cundinamarca,25175,Chía,2013,49.79,50.78
25,Cundinamarca,25168,Chaguaní,2013,42.2,43.51
25,Cundinamarca,25154,Carmen de Carupa,2013,43.43,46.27
25,Cundinamarca,25151,Cáqueza,2013,45.01,46.33
25,Cundinamarca,25148,Caparrapí,2013,41.96,45.9
25,Cundinamarca,25126,Cajicá,2013,47.73,49.62
25,Cundinamarca,25123,Cachipay,2013,44.19,46.81
25,Cundinamarca,25120,Cabrera,2013,53.75,48.83
25,Cundinamarca,25099,Bojacá,2013,45.63,47.43
25,Cundinamarca,25095,Bituima,2013,44.08,48.0
25,Cundinamarca,25086,Beltrán,2013,42.31,45.05
25,Cundinamarca,25053,Arbeláez,2013,44.06,46.05
25,Cundinamarca,25040,Anolaima,2013,44.19,46.52
25,Cundinamarca,25035,Anapoima,2013,42.95,45.85
25,Cundinamarca,25019,Albán,2013,42.92,44.9
25,Cundinamarca,25001,Agua de Dios,2013,43.03,45.96
25,Cundinamarca,25000,Cundinamarca,2013,45.01,47.49
25,Cundinamarca,25862,Vergara,2013,44.31,46.4
25,Cundinamarca,25851,Útica,2013,41.03,43.45
25,Cundinamarca,25845,Une,2013,45.03,48.43
25,Cundinamarca,25843,Villa de San Diego de Ubate,2013,44.93,47.52
25,Cundinamarca,25841,Ubaque,2013,43.25,46.37
25,Cundinamarca,25839,Ubalá,2013,42.48,45.06
25,Cundinamarca,25823,Topaipí,2013,40.67,41.74
25,Cundinamarca,25817,Tocancipá,2013,45.95,47.43
25,Cundinamarca,25815,Tocaima,2013,43.41,44.13
25,Cundinamarca,25807,Tibirita,2013,44.26,47.39
25,Cundinamarca,25805,Tibacuy,2013,44.35,46.67
25,Cundinamarca,25799,Tenjo,2013,46.19,48.56
25,Cundinamarca,25797,Tena,2013,42.62,46.46
25,Cundinamarca,25793,Tausa,2013,43.15,46.35
25,Cundinamarca,25785,Tabio,2013,44.49,48.2
25,Cundinamarca,25781,Sutatausa,2013,43.44,45.97
25,Cundinamarca,25779,Susa,2013,45.1,47.45
25,Cundinamarca,25777,Supatá,2013,43.24,46.83
25,Cundinamarca,25772,Suesca,2013,42.55,44.98
25,Cundinamarca,25769,Subachoque,2013,46.19,48.64
25,Cundinamarca,25758,Sopó,2013,47.43,49.04
25,Cundinamarca,25754,Soacha,2013,44.45,47.74
25,Cundinamarca,25745,Simijaca,2013,47.15,47.08
25,Cundinamarca,25743,Silvania,2013,42.04,44.63
25,Cundinamarca,25740,Sibaté,2013,44.47,47.06
25,Cundinamarca,25736,Sesquilé,2013,44.37,47.09
25,Cundinamarca,25718,Sasaima,2013,43.32,45.78
25,Cundinamarca,25662,San Juan de Río Seco,2013,44.08,46.48
25,Cundinamarca,25658,San Francisco,2013,42.11,45.89
25,Cundinamarca,25653,San Cayetano,2013,41.17,42.86
25,Cundinamarca,25649,San Bernardo,2013,44.43,46.45
25,Cundinamarca,25645,San Antonio del Tequendama,2013,45.2,46.85
25,Cundinamarca,25612,Ricaurte,2013,43.92,45.14
25,Cundinamarca,25599,Apulo,2013,41.28,43.5
25,Cundinamarca,25596,Quipile,2013,42.65,45.25
25,Cundinamarca,25594,Quetame,2013,44.56,46.58
25,Cundinamarca,25592,Quebradanegra,2013,41.2,47.38
25,Cundinamarca,25580,Pulí,2013,41.28,44.74
25,Cundinamarca,25572,Puerto Salgar,2013,42.51,45.42
25,Cundinamarca,25535,Pasca,2013,43.0,47.53
25,Cundinamarca,25530,Paratebueno,2013,42.92,44.1
25,Cundinamarca,25524,Pandi,2013,41.81,45.6
25,Cundinamarca,25518,Paime,2013,43.37,44.83
25,Cundinamarca,25513,Pacho,2013,43.0,45.85
25,Cundinamarca,25506,Venecia,2013,43.1,44.37
25,Cundinamarca,25491,Nocaima,2013,44.93,47.41
25,Cundinamarca,25489,Nimaima,2013,40.92,45.14
25,Cundinamarca,25488,Nilo,2013,43.42,46.53
25,Cundinamarca,25486,Nemocón,2013,45.31,46.89
25,Cundinamarca,25483,Nariño,2013,41.2,45.71
25,Cundinamarca,25473,Mosquera,2013,46.01,48.05
25,Cundinamarca,25438,Medina,2013,44.93,46.2
25,Cundinamarca,25436,Manta,2013,42.09,45.97
25,Cundinamarca,25430,Madrid,2013,45.04,47.66
25,Cundinamarca,25426,Machetá,2013,44.64,46.71
25,Cundinamarca,25407,Lenguazaque,2013,44.55,45.82
25,Cundinamarca,25402,La Vega,2013,42.55,46.12
25,Cundinamarca,25398,La Peña,2013,41.97,43.93
25,Cundinamarca,25394,La Palma,2013,41.59,44.76
25,Cundinamarca,25386,La Mesa,2013,46.61,49.16
25,Cundinamarca,25377,La Calera,2013,48.1,50.25
25,Cundinamarca,25372,Junín,2013,43.63,45.65
25,Cundinamarca,25368,Jerusalén,2013,43.84,45.1
25,Cundinamarca,25339,Gutiérrez,2013,42.7,44.8
25,Cundinamarca,25899,Zipaquirá,2013,46.68,48.24
25,Cundinamarca,25898,Zipacón,2013,44.39,46.99
25,Cundinamarca,25885,Yacopí,2013,42.43,44.25
25,Cundinamarca,25878,Viotá,2013,41.88,44.22
25,Cundinamarca,25875,Villeta,2013,44.68,46.81
25,Cundinamarca,25873,Villapinzón,2013,45.86,46.28
25,Cundinamarca,25871,Villagómez,2013,44.27,46.63
25,Cundinamarca,25867,Vianí,2013,43.22,46.12
23,Córdoba,23350,La Apartada,2013,41.34,45.83
23,Córdoba,23300,Cotorra,2013,39.55,43.31
23,Córdoba,23189,Ciénaga de Oro,2013,41.54,44.79
23,Córdoba,23182,Chinú,2013,41.3,43.6
23,Córdoba,23168,Chimá,2013,41.81,42.32
23,Córdoba,23162,Cereté,2013,42.7,45.38
23,Córdoba,23090,Canalete,2013,40.32,43.28
23,Córdoba,23079,Buenavista,2013,39.35,43.51
23,Córdoba,23068,Ayapel,2013,40.11,43.39
23,Córdoba,23001,Montería,2013,44.48,47.17
23,Córdoba,23000,Córdoba,2013,42.39,45.21
23,Córdoba,23682,San José de Ure,2013,,
23,Córdoba,23678,San Carlos,2013,39.69,42.58
23,Córdoba,23675,San Bernardo del Viento,2013,43.82,45.67
23,Córdoba,23672,San Antero,2013,39.65,42.94
23,Córdoba,23670,San Andrés Sotavento,2013,39.31,42.36
23,Córdoba,23660,Sahagún,2013,43.42,45.65
23,Córdoba,23586,Purísima,2013,40.21,42.89
23,Córdoba,23580,Puerto Libertador,2013,42.13,45.7
23,Córdoba,23574,Puerto Escondido,2013,40.62,43.48
23,Córdoba,23570,Pueblo Nuevo,2013,41.02,44.27
23,Córdoba,23555,Planeta Rica,2013,41.61,45.17
23,Córdoba,23500,Moñitos,2013,41.17,43.36
23,Córdoba,23466,Montelíbano,2013,44.9,47.23
23,Córdoba,23464,Momil,2013,41.03,43.56
23,Córdoba,23419,Los Córdobas,2013,38.64,43.64
23,Córdoba,23417,Lorica,2013,41.22,43.61
23,Córdoba,23855,Valencia,2013,40.75,43.51
23,Córdoba,23815,Tuchín,2013,40.09,43.25
23,Córdoba,23807,Tierralta,2013,41.36,44.8
23,Córdoba,23686,San Pelayo,2013,40.4,43.51
20,Cesar,20550,Pelaya,2013,40.69,43.33
20,Cesar,20517,Pailitas,2013,40.77,42.85
20,Cesar,20443,Manaure,2013,44.07,46.14
20,Cesar,20400,La Jagua de Ibirico,2013,40.96,43.65
20,Cesar,20383,La Gloria,2013,40.73,44.02
20,Cesar,20310,González,2013,43.75,46.64
20,Cesar,20295,Gamarra,2013,41.46,42.73
20,Cesar,20250,El Paso,2013,39.93,42.62
20,Cesar,20238,El Copey,2013,42.32,45.28
20,Cesar,20228,Curumaní,2013,41.51,44.99
20,Cesar,20178,Chiriguaná,2013,40.69,43.02
20,Cesar,20175,Chimichagua,2013,40.25,43.09
20,Cesar,20060,Bosconia,2013,41.7,44.23
20,Cesar,20045,Becerril,2013,43.26,43.7
20,Cesar,20032,Astrea,2013,40.57,44.22
20,Cesar,20013,Agustín Codazzi,2013,42.65,43.95
20,Cesar,20011,Aguachica,2013,43.21,45.24
20,Cesar,20001,Valledupar,2013,43.75,46.14
20,Cesar,20000,Cesar,2013,42.76,45.12
20,Cesar,20710,San Alberto,2013,44.78,46.13
20,Cesar,20621,La Paz,2013,43.1,46.19
20,Cesar,20614,Río de Oro,2013,43.31,44.68
20,Cesar,20570,Pueblo Bello,2013,42.66,45.78
20,Cesar,20770,San Martín,2013,43.02,46.74
20,Cesar,20750,San Diego,2013,41.02,43.96
20,Cesar,20787,Tamalameque,2013,39.94,42.11
19,Cauca,19821,Toribío,2013,39.11,42.92
19,Cauca,19809,Timbiquí,2013,38.87,39.92
19,Cauca,19807,Timbío,2013,42.77,46.26
19,Cauca,19785,Sucre,2013,38.33,45.38
19,Cauca,19780,Suárez,2013,39.54,43.63
19,Cauca,19760,Sotará,2013,40.69,44.42
19,Cauca,19743,Silvia,2013,40.12,43.7
19,Cauca,19701,Santa Rosa,2013,41.91,42.72
19,Cauca,19698,Santander de Quilichao,2013,43.19,45.39
19,Cauca,19693,San Sebastián,2013,42.43,42.7
19,Cauca,19622,Rosas,2013,41.45,45.65
19,Cauca,19585,Puracé,2013,41.19,44.96
19,Cauca,19573,Puerto Tejada,2013,40.73,43.31
19,Cauca,19548,Piendamó,2013,41.55,45.3
19,Cauca,19533,Piamonte,2013,41.26,43.54
19,Cauca,19532,Patía,2013,41.39,43.46
19,Cauca,19517,Paéz,2013,39.38,42.6
19,Cauca,19513,Padilla,2013,40.19,42.2
19,Cauca,19473,Morales,2013,39.56,42.51
19,Cauca,19455,Miranda,2013,44.66,45.99
19,Cauca,19450,Mercaderes,2013,45.49,45.2
19,Cauca,19418,López,2013,39.2,40.32
19,Cauca,19397,La Vega,2013,40.49,43.15
19,Cauca,19392,La Sierra,2013,41.74,45.18
19,Cauca,19364,Jambaló,2013,38.39,42.8
19,Cauca,19355,Inzá,2013,41.47,44.8
19,Cauca,19318,Guapi,2013,39.36,41.21
19,Cauca,19300,Guachené,2013,39.92,42.21
19,Cauca,19290,Florencia,2013,40.54,42.59
19,Cauca,19256,El Tambo,2013,40.84,44.23
19,Cauca,19212,Corinto,2013,40.62,44.04
19,Cauca,19142,Caloto,2013,40.35,42.87
19,Cauca,19137,Caldono,2013,40.02,42.73
19,Cauca,19130,Cajibío,2013,43.01,45.17
19,Cauca,19110,Buenos Aires,2013,39.38,42.06
19,Cauca,19100,Bolívar,2013,42.67,45.19
19,Cauca,19075,Balboa,2013,42.15,44.85
19,Cauca,19050,Argelia,2013,41.89,45.37
19,Cauca,19022,Almaguer,2013,41.05,43.43
19,Cauca,19001,Popayán,2013,46.71,48.05
19,Cauca,19000,Cauca,2013,43.12,45.36
19,Cauca,19845,Villa Rica,2013,39.97,42.75
19,Cauca,19824,Totoró,2013,39.89,44.46
18,Caquetá,18150,Cartagena del Chairá,2013,42.11,45.02
18,Caquetá,18094,Belén de Los Andaquíes,2013,41.55,43.98
18,Caquetá,18029,Albania,2013,43.26,44.66
18,Caquetá,18001,Florencia,2013,43.63,45.94
18,Caquetá,18000,Caquetá,2013,42.65,45.34
18,Caquetá,18610,San José del Fragua,2013,40.89,43.31
18,Caquetá,18592,Puerto Rico,2013,40.67,44.55
18,Caquetá,18479,Morelia,2013,44.74,47.01
18,Caquetá,18460,Milán,2013,40.45,43.59
18,Caquetá,18410,La Montañita,2013,41.67,44.88
18,Caquetá,18256,El Paujil,2013,42.0,45.45
18,Caquetá,18247,El Doncello,2013,42.41,45.04
18,Caquetá,18205,Curillo,2013,43.04,45.67
18,Caquetá,18860,Valparaíso,2013,40.73,44.22
18,Caquetá,18785,Solita,2013,39.85,43.49
18,Caquetá,18756,Solano,2013,37.33,42.72
18,Caquetá,18753,San Vicente del Caguán,2013,40.68,44.22
17,Caldas,17616,Risaralda,2013,43.8,48.03
17,Caldas,17614,Riosucio,2013,43.69,46.17
17,Caldas,17541,Pensilvania,2013,43.07,47.63
17,Caldas,17524,Palestina,2013,42.99,46.64
17,Caldas,17513,Pácora,2013,41.71,46.36
17,Caldas,17495,Norcasia,2013,41.0,43.1
17,Caldas,17486,Neira,2013,45.25,47.38
17,Caldas,17446,Marulanda,2013,39.17,44.5
17,Caldas,17444,Marquetalia,2013,42.74,45.98
17,Caldas,17442,Marmato,2013,39.52,43.24
17,Caldas,17433,Manzanares,2013,42.68,45.0
17,Caldas,17388,La Merced,2013,44.24,46.15
17,Caldas,17380,La Dorada,2013,42.83,45.84
17,Caldas,17272,Filadelfia,2013,40.39,43.99
17,Caldas,17174,Chinchiná,2013,44.51,47.16
17,Caldas,17088,Belalcázar,2013,42.16,44.17
17,Caldas,17777,Supía,2013,41.85,45.58
17,Caldas,17665,San José,2013,42.67,46.51
17,Caldas,17662,Samaná,2013,41.19,44.47
17,Caldas,17653,Salamina,2013,42.79,45.3
17,Caldas,17873,Villamaría,2013,44.75,48.12
17,Caldas,17867,Victoria,2013,40.91,44.06
17,Caldas,17877,Viterbo,2013,41.75,44.58
17,Caldas,17050,Aranzazu,2013,42.95,46.37
17,Caldas,17042,Anserma,2013,42.33,46.11
17,Caldas,17013,Aguadas,2013,42.25,46.86
17,Caldas,17001,Manizales,2013,47.96,49.37
17,Caldas,17000,Caldas,2013,45.36,47.72
99,Vichada,99624,Santa Rosalía,2013,41.37,42.89
99,Vichada,99524,La Primavera,2013,40.72,43.85
99,Vichada,99001,Puerto Carreño,2013,41.27,44.17
99,Vichada,99773,Cumaribo,2013,40.93,42.97
99,Vichada,99000,Vichada,2013,41.09,43.75
95,Guaviare,95200,Miraflores,2013,40.37,46.2
97,Vaupés,97161,Carurú,2013,40.48,45.2
97,Vaupés,97001,Mitú,2013,40.43,43.95
97,Vaupés,97000,Vaupés,2013,40.37,44.05
97,Vaupés,97666,Taraira,2013,40.06,44.78
91,Amazonas,91540,Puerto Nariño,2013,39.71,42.09
91,Amazonas,91001,Leticia,2013,41.53,44.72
91,Amazonas,91000,Amazonas,2013,41.1,44.07
94,Guainía,94001,Inírida,2013,45.08,48.15
94,Guainía,94000,Guainía,2013,44.2,47.0
95,Guaviare,95025,El Retorno,2013,39.87,42.98
95,Guaviare,95015,Calamar,2013,44.7,45.7
95,Guaviare,95001,San José del Guaviare,2013,42.5,44.48
95,Guaviare,95000,Guaviare,2013,42.27,44.43
86,Putumayo,86749,Sibundoy,2013,45.84,47.77
86,Putumayo,86573,Puerto Leguízamo,2013,41.32,44.4
86,Putumayo,86571,Puerto Guzmán,2013,41.05,43.57
86,Putumayo,86569,Puerto Caicedo,2013,40.35,43.12
86,Putumayo,86568,Puerto Asís,2013,43.4,45.28
86,Putumayo,86320,Orito,2013,41.96,44.47
86,Putumayo,86219,Colón,2013,45.69,45.07
86,Putumayo,86001,Mocoa,2013,44.45,46.34
86,Putumayo,86865,Valle del Guamuez,2013,42.13,44.92
86,Putumayo,86760,Santiago,2013,44.51,46.56
86,Putumayo,86757,San Miguel,2013,40.36,43.11
86,Putumayo,86755,San Francisco,2013,45.91,45.22
86,Putumayo,86000,Putumayo,2013,43.31,45.38
86,Putumayo,86885,Villagarzón,2013,44.89,45.74
88,San Andrés y Providencia,88564,Providencia,2013,41.93,43.2
88,San Andrés y Providencia,88000,San Andrés y Providencia,2013,43.45,45.31
85,Casanare,85410,Tauramena,2013,43.97,46.79
85,Casanare,85400,Támara,2013,43.26,44.48
85,Casanare,85325,San Luis de Palenque,2013,43.52,47.06
85,Casanare,85315,Sácama,2013,41.93,45.21
85,Casanare,85300,Sabanalarga,2013,43.15,45.43
85,Casanare,85279,Recetor,2013,41.16,44.76
85,Casanare,85263,Pore,2013,42.68,43.86
85,Casanare,85250,Paz de Ariporo,2013,44.7,45.56
85,Casanare,85230,Orocué,2013,41.91,43.92
85,Casanare,85225,Nunchía,2013,44.71,45.84
85,Casanare,85162,Monterrey,2013,42.94,46.53
85,Casanare,85139,Maní,2013,41.57,44.88
85,Casanare,85136,La Salina,2013,42.55,44.09
85,Casanare,85125,Hato Corozal,2013,41.62,43.39
85,Casanare,85015,Chámeza,2013,43.62,46.77
85,Casanare,85010,Aguazul,2013,42.83,44.85
85,Casanare,85001,Yopal,2013,44.47,46.39
85,Casanare,85000,Casanare,2013,43.82,45.87
85,Casanare,85440,Villanueva,2013,43.43,45.62
85,Casanare,85430,Trinidad,2013,43.04,45.16
81,Arauca,81220,Cravo Norte,2013,43.76,48.68
81,Arauca,81065,Arauquita,2013,43.89,45.55
81,Arauca,81001,Arauca,2013,43.67,45.96
81,Arauca,81000,Arauca,2013,44.01,46.0
81,Arauca,81794,Tame,2013,43.5,45.96
81,Arauca,81736,Saravena,2013,45.93,46.97
81,Arauca,81591,Puerto Rondón,2013,42.73,42.95
81,Arauca,81300,Fortul,2013,42.56,44.7
73,Tolima,73675,San Antonio,2013,42.25,45.13
73,Tolima,73671,Saldaña,2013,40.95,43.53
73,Tolima,73624,Rovira,2013,42.97,45.92
73,Tolima,73622,Roncesvalles,2013,39.87,44.22
73,Tolima,73616,Rioblanco,2013,41.75,44.16
73,Tolima,73585,Purificación,2013,40.93,44.2
73,Tolima,73563,Prado,2013,41.91,44.52
73,Tolima,73555,Planadas,2013,40.95,44.34
73,Tolima,73854,Valle de San Juan,2013,42.07,44.35
73,Tolima,73770,Suárez,2013,42.12,44.12
73,Tolima,73686,Santa Isabel,2013,44.85,47.45
73,Tolima,73678,San Luis,2013,43.0,45.1
73,Tolima,73870,Villahermosa,2013,44.89,45.88
73,Tolima,73861,Venadillo,2013,43.8,46.48
73,Tolima,73547,Piedras,2013,43.95,44.12
73,Tolima,73520,Palocabildo,2013,44.93,45.84
73,Tolima,73504,Ortega,2013,40.61,43.68
73,Tolima,73483,Natagaima,2013,41.02,42.77
73,Tolima,73461,Murillo,2013,44.59,45.97
73,Tolima,73449,Melgar,2013,43.41,46.54
73,Tolima,73443,San Sebastián de Mariquita,2013,42.89,45.93
73,Tolima,73411,Líbano,2013,43.7,46.85
73,Tolima,73408,Lérida,2013,41.63,44.53
73,Tolima,73352,Icononzo,2013,43.59,45.73
73,Tolima,73349,Honda,2013,44.6,46.47
73,Tolima,73347,Herveo,2013,43.66,46.71
73,Tolima,73319,Guamo,2013,40.52,43.17
73,Tolima,73283,Fresno,2013,41.4,44.86
73,Tolima,73275,Flandes,2013,41.75,43.81
73,Tolima,73270,Falan,2013,41.65,44.55
73,Tolima,73268,Espinal,2013,41.9,44.57
73,Tolima,73236,Dolores,2013,43.26,45.63
73,Tolima,73226,Cunday,2013,40.22,43.79
73,Tolima,73217,Coyaima,2013,39.42,41.52
73,Tolima,73200,Coello,2013,42.14,44.49
73,Tolima,73168,Chaparral,2013,42.64,45.0
73,Tolima,73152,Casabianca,2013,42.51,46.51
73,Tolima,73148,Carmen de Apicalá,2013,42.78,44.96
73,Tolima,73124,Cajamarca,2013,42.66,45.8
73,Tolima,73067,Ataco,2013,41.75,45.93
73,Tolima,73055,Armero,2013,42.85,45.07
73,Tolima,73043,Anzoátegui,2013,41.86,45.4
73,Tolima,73030,Ambalema,2013,40.47,43.73
73,Tolima,73026,Alvarado,2013,42.97,45.3
73,Tolima,73024,Alpujarra,2013,44.41,46.82
73,Tolima,73001,Ibagué,2013,45.47,47.99
73,Tolima,73000,Tolima,2013,43.76,46.38
73,Tolima,73873,Villarrica,2013,42.2,46.97
76,Valle del Cauca,76318,Guacarí,2013,41.69,44.18
76,Valle del Cauca,76306,Ginebra,2013,44.85,47.49
76,Valle del Cauca,76275,Florida,2013,43.15,45.96
76,Valle del Cauca,76250,El Dovio,2013,43.09,47.55
76,Valle del Cauca,76248,El Cerrito,2013,42.1,45.13
76,Valle del Cauca,76246,El Cairo,2013,40.93,45.33
76,Valle del Cauca,76243,El Águila,2013,41.97,45.73
76,Valle del Cauca,76233,Dagua,2013,42.76,46.25
76,Valle del Cauca,76147,Cartago,2013,44.27,47.11
76,Valle del Cauca,76130,Candelaria,2013,45.39,47.38
76,Valle del Cauca,76126,Calima,2013,44.02,47.14
76,Valle del Cauca,76122,Caicedonia,2013,43.57,46.96
76,Valle del Cauca,76113,Bugalagrande,2013,43.05,45.42
76,Valle del Cauca,76111,Guadalajara de Buga,2013,45.81,47.89
76,Valle del Cauca,76109,Buenaventura,2013,40.88,43.83
76,Valle del Cauca,76100,Bolívar,2013,42.86,45.99
76,Valle del Cauca,76054,Argelia,2013,39.66,44.19
76,Valle del Cauca,76041,Ansermanuevo,2013,40.7,45.56
76,Valle del Cauca,76036,Andalucía,2013,42.59,46.62
76,Valle del Cauca,76020,Alcalá,2013,42.39,46.78
76,Valle del Cauca,76001,Cali,2013,46.63,48.85
76,Valle del Cauca,76000,Valle del Cauca,2013,45.22,47.79
76,Valle del Cauca,76845,Ulloa,2013,43.37,46.89
76,Valle del Cauca,76834,Tuluá,2013,43.97,47.53
76,Valle del Cauca,76828,Trujillo,2013,41.01,45.24
76,Valle del Cauca,76823,Toro,2013,42.19,45.2
76,Valle del Cauca,76736,Sevilla,2013,43.21,47.0
76,Valle del Cauca,76670,San Pedro,2013,41.95,45.61
76,Valle del Cauca,76622,Roldanillo,2013,43.22,47.45
76,Valle del Cauca,76616,Riofrío,2013,40.85,45.74
76,Valle del Cauca,76606,Restrepo,2013,43.24,46.96
76,Valle del Cauca,76563,Pradera,2013,42.93,45.78
76,Valle del Cauca,76520,Palmira,2013,46.69,48.6
76,Valle del Cauca,76497,Obando,2013,41.61,45.39
76,Valle del Cauca,76403,La Victoria,2013,42.16,45.15
76,Valle del Cauca,76400,La Unión,2013,42.53,46.07
76,Valle del Cauca,76377,La Cumbre,2013,44.71,48.99
76,Valle del Cauca,76364,Jamundí,2013,44.06,47.21
76,Valle del Cauca,76892,Yumbo,2013,42.81,45.98
76,Valle del Cauca,76890,Yotoco,2013,42.23,45.24
76,Valle del Cauca,76869,Vijes,2013,42.0,45.54
76,Valle del Cauca,76863,Versalles,2013,41.91,44.71
76,Valle del Cauca,76895,Zarzal,2013,41.8,45.39
68,Santander,68669,San Andrés,2013,48.04,48.48
68,Santander,68655,Sabana de Torres,2013,43.82,46.3
68,Santander,68615,Rionegro,2013,44.22,45.42
68,Santander,68575,Puerto Wilches,2013,40.3,42.38
68,Santander,68573,Puerto Parra,2013,42.93,44.33
68,Santander,68572,Puente Nacional,2013,46.59,47.58
68,Santander,68549,Pinchote,2013,44.49,46.12
68,Santander,68547,Piedecuesta,2013,46.67,48.25
68,Santander,68533,Páramo,2013,44.09,49.94
68,Santander,68524,Palmas del Socorro,2013,45.67,46.4
68,Santander,68522,Palmar,2013,44.9,47.62
68,Santander,68502,Onzaga,2013,41.25,43.91
68,Santander,68500,Oiba,2013,45.01,46.1
68,Santander,68498,Ocamonte,2013,43.85,45.74
68,Santander,68468,Molagavita,2013,42.52,44.81
68,Santander,68464,Mogotes,2013,45.94,45.59
68,Santander,68444,Matanza,2013,41.71,45.07
68,Santander,68432,Málaga,2013,48.46,48.23
68,Santander,68425,Macaravita,2013,43.15,43.12
68,Santander,68418,Los Santos,2013,41.6,45.61
68,Santander,68406,Lebrija,2013,47.3,47.45
68,Santander,68397,La Paz,2013,44.1,45.61
68,Santander,68385,Landázuri,2013,41.21,44.32
68,Santander,68377,La Belleza,2013,44.43,47.18
68,Santander,68370,Jordán,2013,44.19,42.56
68,Santander,68368,Jesús María,2013,43.77,44.94
68,Santander,68344,Hato,2013,41.89,46.18
68,Santander,68327,Güepsa,2013,45.46,46.88
68,Santander,68324,Guavatá,2013,42.67,45.67
68,Santander,68322,Guapotá,2013,48.04,45.86
68,Santander,68320,Guadalupe,2013,46.26,47.12
68,Santander,68318,Guaca,2013,42.63,43.47
68,Santander,68307,Girón,2013,46.55,47.87
68,Santander,68298,Gámbita,2013,44.04,42.48
68,Santander,68296,Galán,2013,42.87,42.16
68,Santander,68276,Floridablanca,2013,50.5,50.77
68,Santander,68271,Florián,2013,44.8,46.91
68,Santander,68266,Enciso,2013,48.13,44.74
68,Santander,68264,Encino,2013,44.59,42.75
68,Santander,68255,El Playón,2013,43.01,45.69
68,Santander,68250,El Peñón,2013,41.56,43.52
68,Santander,68245,El Guacamayo,2013,46.9,45.3
68,Santander,68235,El Carmen de Chucurí,2013,40.47,45.53
68,Santander,68229,Curití,2013,43.37,46.09
68,Santander,68217,Coromoro,2013,43.62,45.07
68,Santander,68211,Contratación,2013,48.63,46.91
68,Santander,68209,Confines,2013,42.05,45.74
68,Santander,68207,Concepción,2013,49.3,48.24
68,Santander,68190,Cimitarra,2013,41.16,44.03
68,Santander,68179,Chipatá,2013,42.4,46.0
68,Santander,68176,Chima,2013,43.2,46.31
68,Santander,68169,Charta,2013,41.31,44.76
68,Santander,68167,Charalá,2013,49.28,49.87
68,Santander,68162,Cerrito,2013,42.58,45.05
68,Santander,68160,Cepitá,2013,39.8,42.4
68,Santander,68152,Carcasí,2013,45.2,44.89
