codigo_depto,depto,cod_entidad,entidad,anualidad,matematicas,lectura
15,Boyacá,15001,Tunja,2015,56.22,54.32
15,Boyacá,15000,Boyacá,2015,53.26,50.95
15,Boyacá,15861,Ventaquemada,2015,50.94,49.19
15,Boyacá,15842,Umbita,2015,50.06,47.95
15,Boyacá,15839,Tutazá,2015,51.29,47.46
15,Boyacá,15837,Tuta,2015,52.25,50.11
15,Boyacá,15835,Turmequé,2015,51.76,48.9
15,Boyacá,15832,Tununguá,2015,42.1,43.0
15,Boyacá,15822,Tota,2015,48.73,46.45
15,Boyacá,15820,Tópaga,2015,52.06,49.79
15,Boyacá,15897,Zetaquira,2015,51.85,48.92
15,Boyacá,15879,Viracachá,2015,50.19,48.48
15,Boyacá,15646,Samacá,2015,52.48,50.31
15,Boyacá,15638,Sáchica,2015,52.88,47.38
15,Boyacá,15632,Saboyá,2015,45.51,44.7
15,Boyacá,15621,Rondón,2015,51.58,50.08
15,Boyacá,15600,Ráquira,2015,51.11,49.92
15,Boyacá,15599,Ramiriquí,2015,51.91,50.03
15,Boyacá,15580,Quípama,2015,48.15,46.38
15,Boyacá,15572,Puerto Boyacá,2015,46.61,47.51
15,Boyacá,15550,Pisba,2015,47.8,45.4
15,Boyacá,15542,Pesca,2015,49.6,47.97
15,Boyacá,15537,Paz de Río,2015,52.28,48.96
15,Boyacá,15533,Paya,2015,46.22,43.57
15,Boyacá,15531,Pauna,2015,49.56,47.74
15,Boyacá,15522,Panqueba,2015,45.91,45.94
15,Boyacá,15518,Pajarito,2015,48.64,48.78
15,Boyacá,15516,Paipa,2015,57.16,52.76
15,Boyacá,15514,Páez,2015,49.62,51.07
15,Boyacá,15511,Pachavita,2015,54.39,53.06
15,Boyacá,15507,Otanche,2015,45.69,45.15
15,Boyacá,15500,Oicatá,2015,54.82,51.31
15,Boyacá,15494,Nuevo Colón,2015,52.67,49.35
15,Boyacá,15491,Nobsa,2015,55.45,52.33
15,Boyacá,15480,Muzo,2015,47.35,46.8
15,Boyacá,15476,Motavita,2015,51.86,49.68
15,Boyacá,15469,Moniquirá,2015,51.91,50.48
15,Boyacá,15466,Monguí,2015,58.94,53.4
15,Boyacá,15464,Mongua,2015,49.7,48.39
15,Boyacá,15455,Miraflores,2015,53.73,51.46
15,Boyacá,15442,Maripí,2015,49.51,48.62
15,Boyacá,15425,Macanal,2015,49.37,49.11
15,Boyacá,15407,Villa de Leyva,2015,54.05,51.39
15,Boyacá,15403,La Uvita,2015,51.86,48.08
15,Boyacá,15401,La Victoria,2015,50.56,47.0
15,Boyacá,15380,La Capilla,2015,48.88,48.79
15,Boyacá,15377,Labranzagrande,2015,52.59,48.75
15,Boyacá,15368,Jericó,2015,43.77,43.83
15,Boyacá,15367,Jenesano,2015,51.99,50.32
15,Boyacá,15362,Iza,2015,56.4,52.49
15,Boyacá,15332,Güicán,2015,52.75,50.0
15,Boyacá,15325,Guayatá,2015,48.09,47.77
15,Boyacá,15322,Guateque,2015,51.49,49.23
15,Boyacá,15317,Guacamayas,2015,47.76,49.1
15,Boyacá,15299,Garagoa,2015,55.26,53.31
15,Boyacá,15296,Gámeza,2015,51.54,50.95
15,Boyacá,15293,Gachantivá,2015,54.28,49.53
15,Boyacá,15276,Floresta,2015,53.92,51.76
15,Boyacá,15272,Firavitoba,2015,54.27,52.48
15,Boyacá,15248,El Espino,2015,51.2,48.69
15,Boyacá,15244,El Cocuy,2015,52.77,51.84
15,Boyacá,15238,Duitama,2015,57.49,54.24
15,Boyacá,15236,Chivor,2015,46.26,46.33
15,Boyacá,15232,Chíquiza,2015,47.46,45.29
15,Boyacá,15226,Cuítiva,2015,53.36,52.94
15,Boyacá,15224,Cucaita,2015,51.42,50.1
15,Boyacá,15223,Cubará,2015,46.24,45.24
15,Boyacá,15218,Covarachía,2015,48.17,46.05
15,Boyacá,15215,Corrales,2015,59.83,54.17
15,Boyacá,15212,Coper,2015,45.78,45.28
15,Boyacá,15204,Cómbita,2015,52.42,50.96
15,Boyacá,15189,Ciénega,2015,48.94,46.17
15,Boyacá,15187,Chivatá,2015,51.85,47.35
15,Boyacá,15185,Chitaraque,2015,50.7,48.14
15,Boyacá,15183,Chita,2015,45.94,45.21
15,Boyacá,15180,Chiscas,2015,47.74,45.06
15,Boyacá,15816,Togüí,2015,54.14,48.9
15,Boyacá,15814,Toca,2015,49.39,48.42
15,Boyacá,15810,Tipacoque,2015,47.74,47.83
15,Boyacá,15808,Tinjacá,2015,55.53,50.35
15,Boyacá,15806,Tibasosa,2015,55.06,51.64
15,Boyacá,15804,Tibaná,2015,53.87,49.38
15,Boyacá,15798,Tenza,2015,49.56,48.62
15,Boyacá,15790,Tasco,2015,50.6,47.04
15,Boyacá,15778,Sutatenza,2015,48.75,48.25
15,Boyacá,15776,Sutamarchán,2015,52.6,48.81
15,Boyacá,15774,Susacón,2015,51.25,45.88
15,Boyacá,15764,Soracá,2015,51.53,48.32
15,Boyacá,15763,Sotaquirá,2015,52.04,49.19
15,Boyacá,15762,Sora,2015,51.56,50.54
15,Boyacá,15761,Somondoco,2015,50.1,49.22
15,Boyacá,15759,Sogamoso,2015,55.15,53.59
15,Boyacá,15757,Socha,2015,49.93,49.32
15,Boyacá,15755,Socotá,2015,49.52,47.74
15,Boyacá,15753,Soatá,2015,53.43,51.01
15,Boyacá,15740,Siachoque,2015,48.59,46.9
15,Boyacá,15723,Sativasur,2015,49.0,46.75
15,Boyacá,15720,Sativanorte,2015,50.69,46.13
15,Boyacá,15696,Santa Sofía,2015,50.64,48.74
15,Boyacá,15693,Santa Rosa de Viterbo,2015,56.15,52.09
15,Boyacá,15690,Santa María,2015,50.76,48.65
15,Boyacá,15686,Santana,2015,50.87,48.64
15,Boyacá,15681,San Pablo de Borbur,2015,44.87,44.83
15,Boyacá,15676,San Miguel de Sema,2015,48.0,46.38
15,Boyacá,15673,San Mateo,2015,49.82,46.39
15,Boyacá,15667,San Luis de Gaceno,2015,50.03,48.14
15,Boyacá,15664,San José de Pare,2015,48.28,48.1
15,Boyacá,15660,San Eduardo,2015,52.72,51.52
25,Cundinamarca,25335,Guayabetal,2015,46.57,48.22
25,Cundinamarca,25328,Guayabal de Síquima,2015,46.05,47.98
25,Cundinamarca,25326,Guatavita,2015,51.57,49.54
25,Cundinamarca,25324,Guataquí,2015,43.08,45.15
25,Cundinamarca,25322,Guasca,2015,51.29,49.98
25,Cundinamarca,25320,Guaduas,2015,49.42,48.85
25,Cundinamarca,25317,Guachetá,2015,49.44,46.78
25,Cundinamarca,25312,Granada,2015,48.87,47.75
25,Cundinamarca,25307,Girardot,2015,47.61,48.89
25,Cundinamarca,25299,Gama,2015,53.5,49.48
25,Cundinamarca,25297,Gachetá,2015,50.23,49.0
25,Cundinamarca,25295,Gachancipá,2015,49.63,49.5
25,Cundinamarca,25293,Gachalá,2015,45.7,45.63
25,Cundinamarca,25290,Fusagasugá,2015,51.69,51.27
25,Cundinamarca,25288,Fúquene,2015,52.27,49.83
25,Cundinamarca,25286,Funza,2015,51.7,52.04
25,Cundinamarca,25281,Fosca,2015,44.84,46.18
25,Cundinamarca,25279,Fómeque,2015,52.7,50.27
25,Cundinamarca,25269,Facatativá,2015,52.75,51.78
25,Cundinamarca,25260,El Rosal,2015,48.99,48.67
25,Cundinamarca,25258,El Peñón,2015,45.52,44.02
25,Cundinamarca,25245,El Colegio,2015,49.02,49.04
25,Cundinamarca,25224,Cucunubá,2015,46.67,47.25
25,Cundinamarca,25214,Cota,2015,56.8,54.98
25,Cundinamarca,25200,Cogua,2015,54.59,52.6
25,Cundinamarca,25183,Chocontá,2015,51.54,49.78
25,Cundinamarca,25181,Choachí,2015,52.02,50.31
25,Cundinamarca,25178,Chipaque,2015,53.94,50.54
25,Cundinamarca,25175,Chía,2015,55.3,54.15
25,Cundinamarca,25168,Chaguaní,2015,47.9,46.76
25,Cundinamarca,25154,Carmen de Carupa,2015,48.55,47.64
25,Cundinamarca,25151,Cáqueza,2015,51.45,49.4
25,Cundinamarca,25148,Caparrapí,2015,45.44,46.33
25,Cundinamarca,25126,Cajicá,2015,54.05,53.06
25,Cundinamarca,25123,Cachipay,2015,51.28,50.24
25,Cundinamarca,25120,Cabrera,2015,47.68,47.94
25,Cundinamarca,25099,Bojacá,2015,53.3,50.96
25,Cundinamarca,25095,Bituima,2015,50.17,48.52
25,Cundinamarca,25086,Beltrán,2015,43.34,42.47
25,Cundinamarca,25053,Arbeláez,2015,53.98,51.47
25,Cundinamarca,25040,Anolaima,2015,48.96,49.33
25,Cundinamarca,25035,Anapoima,2015,47.93,49.01
25,Cundinamarca,25019,Albán,2015,46.68,46.13
25,Cundinamarca,25001,Agua de Dios,2015,46.4,47.03
25,Cundinamarca,25000,Cundinamarca,2015,51.27,50.55
25,Cundinamarca,25862,Vergara,2015,46.39,46.68
25,Cundinamarca,25851,Útica,2015,44.11,45.34
25,Cundinamarca,25845,Une,2015,48.61,48.73
25,Cundinamarca,25843,Villa de San Diego de Ubate,2015,52.15,49.9
25,Cundinamarca,25841,Ubaque,2015,49.36,48.9
25,Cundinamarca,25839,Ubalá,2015,46.67,44.85
25,Cundinamarca,25823,Topaipí,2015,46.3,47.17
25,Cundinamarca,25817,Tocancipá,2015,51.27,51.22
25,Cundinamarca,25815,Tocaima,2015,46.66,47.26
25,Cundinamarca,25807,Tibirita,2015,50.33,46.0
25,Cundinamarca,25805,Tibacuy,2015,48.79,48.06
25,Cundinamarca,25799,Tenjo,2015,54.05,52.15
25,Cundinamarca,25797,Tena,2015,50.29,48.96
25,Cundinamarca,25793,Tausa,2015,51.87,48.05
25,Cundinamarca,25785,Tabio,2015,50.86,51.8
25,Cundinamarca,25781,Sutatausa,2015,52.05,49.01
25,Cundinamarca,25779,Susa,2015,48.9,46.73
25,Cundinamarca,25777,Supatá,2015,52.49,49.8
25,Cundinamarca,25772,Suesca,2015,47.85,47.54
25,Cundinamarca,25769,Subachoque,2015,51.69,50.54
25,Cundinamarca,25758,Sopó,2015,53.47,52.48
25,Cundinamarca,25754,Soacha,2015,50.67,50.64
25,Cundinamarca,25745,Simijaca,2015,49.65,49.71
25,Cundinamarca,25743,Silvania,2015,47.81,48.36
25,Cundinamarca,25740,Sibaté,2015,50.66,49.79
25,Cundinamarca,25736,Sesquilé,2015,52.41,51.75
25,Cundinamarca,25718,Sasaima,2015,48.81,49.2
25,Cundinamarca,25662,San Juan de Río Seco,2015,46.59,46.87
25,Cundinamarca,25658,San Francisco,2015,49.94,49.74
25,Cundinamarca,25653,San Cayetano,2015,46.93,45.82
25,Cundinamarca,25649,San Bernardo,2015,49.29,48.17
25,Cundinamarca,25645,San Antonio del Tequendama,2015,51.33,49.7
25,Cundinamarca,25612,Ricaurte,2015,47.81,48.37
25,Cundinamarca,25599,Apulo,2015,45.04,45.29
25,Cundinamarca,25596,Quipile,2015,45.48,47.57
25,Cundinamarca,25594,Quetame,2015,52.05,49.35
25,Cundinamarca,25592,Quebradanegra,2015,48.38,47.07
25,Cundinamarca,25580,Pulí,2015,50.43,48.33
25,Cundinamarca,25572,Puerto Salgar,2015,49.13,48.13
25,Cundinamarca,25535,Pasca,2015,50.6,50.18
25,Cundinamarca,25530,Paratebueno,2015,49.58,48.45
25,Cundinamarca,25524,Pandi,2015,48.91,47.5
25,Cundinamarca,25518,Paime,2015,48.04,47.52
25,Cundinamarca,25513,Pacho,2015,49.25,48.56
25,Cundinamarca,25506,Venecia,2015,47.6,47.73
25,Cundinamarca,25491,Nocaima,2015,50.35,49.83
25,Cundinamarca,25489,Nimaima,2015,49.18,48.04
25,Cundinamarca,25488,Nilo,2015,48.91,48.33
25,Cundinamarca,25486,Nemocón,2015,49.7,49.22
25,Cundinamarca,25483,Nariño,2015,42.54,44.03
25,Cundinamarca,25473,Mosquera,2015,52.52,52.2
25,Cundinamarca,25438,Medina,2015,47.55,46.63
25,Cundinamarca,25436,Manta,2015,46.42,46.71
25,Cundinamarca,25430,Madrid,2015,51.37,50.66
25,Cundinamarca,25426,Machetá,2015,53.22,49.38
25,Cundinamarca,25407,Lenguazaque,2015,52.73,49.86
25,Cundinamarca,25402,La Vega,2015,51.04,50.28
25,Cundinamarca,25398,La Peña,2015,48.11,49.34
25,Cundinamarca,25394,La Palma,2015,45.93,46.8
25,Cundinamarca,25386,La Mesa,2015,52.88,51.97
25,Cundinamarca,25377,La Calera,2015,55.28,53.98
25,Cundinamarca,25372,Junín,2015,49.27,48.19
25,Cundinamarca,25368,Jerusalén,2015,43.44,45.64
25,Cundinamarca,25339,Gutiérrez,2015,44.12,44.88
25,Cundinamarca,25899,Zipaquirá,2015,53.72,51.97
25,Cundinamarca,25898,Zipacón,2015,48.77,49.72
25,Cundinamarca,25885,Yacopí,2015,43.77,45.33
25,Cundinamarca,25878,Viotá,2015,47.05,47.41
25,Cundinamarca,25875,Villeta,2015,48.32,48.92
25,Cundinamarca,25873,Villapinzón,2015,51.15,49.55
25,Cundinamarca,25871,Villagómez,2015,50.71,49.18
25,Cundinamarca,25867,Vianí,2015,51.9,49.88
23,Córdoba,23350,La Apartada,2015,47.39,46.93
23,Córdoba,23300,Cotorra,2015,45.17,46.31
23,Córdoba,23189,Ciénaga de Oro,2015,46.96,46.78
23,Córdoba,23182,Chinú,2015,49.99,47.64
23,Córdoba,23168,Chimá,2015,43.33,45.75
23,Córdoba,23162,Cereté,2015,48.7,48.86
23,Córdoba,23090,Canalete,2015,45.91,46.17
23,Córdoba,23079,Buenavista,2015,43.5,44.63
23,Córdoba,23068,Ayapel,2015,43.45,44.4
23,Córdoba,23001,Montería,2015,50.51,50.21
23,Córdoba,23000,Córdoba,2015,47.64,47.4
23,Córdoba,23682,San José de Ure,2015,41.12,43.62
23,Córdoba,23678,San Carlos,2015,44.92,45.66
23,Córdoba,23675,San Bernardo del Viento,2015,46.11,45.35
23,Córdoba,23672,San Antero,2015,43.34,44.04
23,Córdoba,23670,San Andrés Sotavento,2015,41.25,42.82
23,Córdoba,23660,Sahagún,2015,48.35,47.2
23,Córdoba,23586,Purísima,2015,43.65,44.42
23,Córdoba,23580,Puerto Libertador,2015,46.27,46.81
23,Córdoba,23574,Puerto Escondido,2015,44.48,44.34
23,Córdoba,23570,Pueblo Nuevo,2015,45.54,46.6
23,Córdoba,23555,Planeta Rica,2015,45.37,46.34
23,Córdoba,23500,Moñitos,2015,44.06,44.96
23,Córdoba,23466,Montelíbano,2015,49.26,49.18
23,Córdoba,23464,Momil,2015,45.52,44.93
23,Córdoba,23419,Los Córdobas,2015,43.1,43.63
23,Córdoba,23417,Lorica,2015,44.8,45.29
23,Córdoba,23855,Valencia,2015,44.3,44.91
23,Córdoba,23815,Tuchín,2015,42.96,43.96
23,Córdoba,23807,Tierralta,2015,45.15,45.35
23,Córdoba,23686,San Pelayo,2015,46.04,46.57
20,Cesar,20550,Pelaya,2015,44.23,45.3
20,Cesar,20517,Pailitas,2015,46.96,46.29
20,Cesar,20443,Manaure,2015,48.48,46.66
20,Cesar,20400,La Jagua de Ibirico,2015,45.45,46.08
20,Cesar,20383,La Gloria,2015,44.57,46.39
20,Cesar,20310,González,2015,50.88,51.24
20,Cesar,20295,Gamarra,2015,44.87,44.57
20,Cesar,20250,El Paso,2015,44.23,45.18
20,Cesar,20238,El Copey,2015,48.23,46.75
20,Cesar,20228,Curumaní,2015,44.92,46.44
20,Cesar,20178,Chiriguaná,2015,45.65,45.29
20,Cesar,20175,Chimichagua,2015,44.67,45.17
20,Cesar,20060,Bosconia,2015,44.61,45.29
20,Cesar,20045,Becerril,2015,48.47,46.21
20,Cesar,20032,Astrea,2015,44.97,45.03
20,Cesar,20013,Agustín Codazzi,2015,46.37,46.74
20,Cesar,20011,Aguachica,2015,47.33,47.42
20,Cesar,20001,Valledupar,2015,48.41,49.07
20,Cesar,20000,Cesar,2015,47.84,47.86
20,Cesar,20710,San Alberto,2015,51.1,49.6
20,Cesar,20621,La Paz,2015,46.32,47.49
20,Cesar,20614,Río de Oro,2015,49.22,48.55
20,Cesar,20570,Pueblo Bello,2015,45.27,45.45
20,Cesar,20770,San Martín,2015,47.1,48.68
20,Cesar,20750,San Diego,2015,44.22,45.68
20,Cesar,20787,Tamalameque,2015,42.11,44.07
19,Cauca,19821,Toribío,2015,41.53,44.56
19,Cauca,19809,Timbiquí,2015,36.82,38.27
19,Cauca,19807,Timbío,2015,46.31,47.4
19,Cauca,19785,Sucre,2015,44.27,46.59
19,Cauca,19780,Suárez,2015,41.17,43.05
19,Cauca,19760,Sotará,2015,44.9,45.2
19,Cauca,19743,Silvia,2015,43.17,45.46
19,Cauca,19701,Santa Rosa,2015,48.77,46.4
19,Cauca,19698,Santander de Quilichao,2015,48.17,48.72
19,Cauca,19693,San Sebastián,2015,45.41,44.6
19,Cauca,19622,Rosas,2015,45.35,47.17
19,Cauca,19585,Puracé,2015,42.78,44.19
19,Cauca,19573,Puerto Tejada,2015,43.58,45.62
19,Cauca,19548,Piendamó,2015,46.09,46.83
19,Cauca,19533,Piamonte,2015,41.21,45.21
19,Cauca,19532,Patía,2015,47.15,47.68
19,Cauca,19517,Paéz,2015,42.08,43.56
19,Cauca,19513,Padilla,2015,41.62,44.0
19,Cauca,19473,Morales,2015,45.32,46.27
19,Cauca,19455,Miranda,2015,50.22,49.06
19,Cauca,19450,Mercaderes,2015,47.66,47.42
19,Cauca,19418,López,2015,36.52,39.31
19,Cauca,19397,La Vega,2015,46.83,47.23
19,Cauca,19392,La Sierra,2015,46.0,46.45
19,Cauca,19364,Jambaló,2015,39.62,41.29
19,Cauca,19355,Inzá,2015,44.9,46.11
19,Cauca,19318,Guapi,2015,39.52,41.3
19,Cauca,19300,Guachené,2015,42.11,43.09
19,Cauca,19290,Florencia,2015,48.52,46.8
19,Cauca,19256,El Tambo,2015,46.65,47.12
19,Cauca,19212,Corinto,2015,45.47,46.1
19,Cauca,19142,Caloto,2015,43.83,45.29
19,Cauca,19137,Caldono,2015,44.01,44.96
19,Cauca,19130,Cajibío,2015,47.27,46.49
19,Cauca,19110,Buenos Aires,2015,40.75,42.51
19,Cauca,19100,Bolívar,2015,46.89,46.34
19,Cauca,19075,Balboa,2015,46.83,47.02
19,Cauca,19050,Argelia,2015,45.73,46.8
19,Cauca,19022,Almaguer,2015,43.85,44.93
19,Cauca,19001,Popayán,2015,50.69,50.46
19,Cauca,19000,Cauca,2015,46.47,46.75
19,Cauca,19845,Villa Rica,2015,43.44,44.72
19,Cauca,19824,Totoró,2015,42.21,43.74
18,Caquetá,18150,Cartagena del Chairá,2015,47.47,46.15
18,Caquetá,18094,Belén de Los Andaquíes,2015,44.22,44.79
18,Caquetá,18029,Albania,2015,45.69,45.76
18,Caquetá,18001,Florencia,2015,48.49,49.01
18,Caquetá,18000,Caquetá,2015,47.72,47.53
18,Caquetá,18610,San José del Fragua,2015,45.38,45.47
18,Caquetá,18592,Puerto Rico,2015,45.27,46.75
18,Caquetá,18479,Morelia,2015,42.7,43.39
18,Caquetá,18460,Milán,2015,44.32,44.83
18,Caquetá,18410,La Montañita,2015,45.32,45.25
18,Caquetá,18256,El Paujil,2015,46.1,46.35
18,Caquetá,18247,El Doncello,2015,47.82,47.35
18,Caquetá,18205,Curillo,2015,45.33,44.9
18,Caquetá,18860,Valparaíso,2015,46.37,46.8
18,Caquetá,18785,Solita,2015,44.14,42.98
18,Caquetá,18756,Solano,2015,40.47,42.32
18,Caquetá,18753,San Vicente del Caguán,2015,45.74,46.0
17,Caldas,17616,Risaralda,2015,47.58,48.35
17,Caldas,17614,Riosucio,2015,48.21,48.84
17,Caldas,17541,Pensilvania,2015,48.07,48.55
17,Caldas,17524,Palestina,2015,48.29,48.91
17,Caldas,17513,Pácora,2015,47.34,48.05
17,Caldas,17495,Norcasia,2015,45.77,44.87
17,Caldas,17486,Neira,2015,50.45,50.57
17,Caldas,17446,Marulanda,2015,44.44,47.59
17,Caldas,17444,Marquetalia,2015,46.53,48.07
17,Caldas,17442,Marmato,2015,45.52,47.12
17,Caldas,17433,Manzanares,2015,47.23,47.21
17,Caldas,17388,La Merced,2015,45.39,47.76
17,Caldas,17380,La Dorada,2015,46.48,47.33
17,Caldas,17272,Filadelfia,2015,47.15,47.81
17,Caldas,17174,Chinchiná,2015,49.29,49.88
17,Caldas,17088,Belalcázar,2015,44.91,46.41
17,Caldas,17777,Supía,2015,45.31,47.03
17,Caldas,17665,San José,2015,47.39,48.09
17,Caldas,17662,Samaná,2015,48.59,49.37
17,Caldas,17653,Salamina,2015,47.51,48.94
17,Caldas,17873,Villamaría,2015,52.83,53.11
17,Caldas,17867,Victoria,2015,44.42,46.72
17,Caldas,17877,Viterbo,2015,48.14,48.43
17,Caldas,17050,Aranzazu,2015,47.5,48.94
17,Caldas,17042,Anserma,2015,48.36,48.71
17,Caldas,17013,Aguadas,2015,48.18,47.99
17,Caldas,17001,Manizales,2015,54.17,53.28
17,Caldas,17000,Caldas,2015,49.97,49.92
99,Vichada,99624,Santa Rosalía,2015,49.52,48.45
99,Vichada,99524,La Primavera,2015,47.92,48.2
99,Vichada,99001,Puerto Carreño,2015,46.87,47.32
99,Vichada,99773,Cumaribo,2015,42.82,42.93
99,Vichada,99000,Vichada,2015,46.83,46.92
95,Guaviare,95200,Miraflores,2015,43.23,44.9
97,Vaupés,97161,Carurú,2015,39.13,41.58
97,Vaupés,97001,Mitú,2015,42.28,43.82
97,Vaupés,97000,Vaupés,2015,42.08,43.33
97,Vaupés,97666,Taraira,2015,43.66,43.45
91,Amazonas,91540,Puerto Nariño,2015,36.5,40.94
91,Amazonas,91001,Leticia,2015,43.57,45.83
91,Amazonas,91000,Amazonas,2015,42.37,44.6
94,Guainía,94001,Inírida,2015,48.31,47.55
94,Guainía,94000,Guainía,2015,47.49,45.88
95,Guaviare,95025,El Retorno,2015,45.13,43.18
95,Guaviare,95015,Calamar,2015,49.34,47.93
95,Guaviare,95001,San José del Guaviare,2015,46.73,47.02
95,Guaviare,95000,Guaviare,2015,46.7,46.22
86,Putumayo,86749,Sibundoy,2015,51.88,51.27
86,Putumayo,86573,Puerto Leguízamo,2015,45.68,45.38
86,Putumayo,86571,Puerto Guzmán,2015,42.47,44.55
86,Putumayo,86569,Puerto Caicedo,2015,45.75,45.39
86,Putumayo,86568,Puerto Asís,2015,47.17,47.36
86,Putumayo,86320,Orito,2015,47.02,47.45
86,Putumayo,86219,Colón,2015,51.82,51.22
86,Putumayo,86001,Mocoa,2015,49.92,49.34
86,Putumayo,86865,Valle del Guamuez,2015,47.45,47.43
86,Putumayo,86760,Santiago,2015,48.71,48.78
86,Putumayo,86757,San Miguel,2015,44.69,46.21
86,Putumayo,86755,San Francisco,2015,50.23,48.86
86,Putumayo,86000,Putumayo,2015,48.04,47.59
86,Putumayo,86885,Villagarzón,2015,49.82,48.81
88,San Andrés y Providencia,88564,Providencia,2015,42.79,44.59
88,San Andrés y Providencia,88000,San Andrés y Providencia,2015,46.47,48.57
85,Casanare,85410,Tauramena,2015,50.87,50.15
85,Casanare,85400,Támara,2015,50.67,49.95
85,Casanare,85325,San Luis de Palenque,2015,52.47,48.87
85,Casanare,85315,Sácama,2015,50.75,47.63
85,Casanare,85300,Sabanalarga,2015,51.27,49.49
85,Casanare,85279,Recetor,2015,44.43,44.05
85,Casanare,85263,Pore,2015,50.87,49.1
85,Casanare,85250,Paz de Ariporo,2015,50.81,49.06
85,Casanare,85230,Orocué,2015,48.03,47.75
85,Casanare,85225,Nunchía,2015,47.72,46.55
85,Casanare,85162,Monterrey,2015,49.44,48.97
85,Casanare,85139,Maní,2015,49.87,47.44
85,Casanare,85136,La Salina,2015,51.06,47.11
85,Casanare,85125,Hato Corozal,2015,43.86,43.9
85,Casanare,85015,Chámeza,2015,47.79,45.88
85,Casanare,85010,Aguazul,2015,50.06,48.9
85,Casanare,85001,Yopal,2015,50.86,49.72
85,Casanare,85000,Casanare,2015,50.45,49.13
85,Casanare,85440,Villanueva,2015,49.17,49.24
85,Casanare,85430,Trinidad,2015,49.22,48.46
81,Arauca,81220,Cravo Norte,2015,47.42,46.63
81,Arauca,81065,Arauquita,2015,48.44,47.48
81,Arauca,81001,Arauca,2015,48.61,48.69
81,Arauca,81000,Arauca,2015,49.62,48.54
81,Arauca,81794,Tame,2015,48.67,48.2
81,Arauca,81736,Saravena,2015,51.19,49.96
81,Arauca,81591,Puerto Rondón,2015,46.53,45.72
81,Arauca,81300,Fortul,2015,48.35,46.54
73,Tolima,73675,San Antonio,2015,45.67,46.61
73,Tolima,73671,Saldaña,2015,45.05,45.85
73,Tolima,73624,Rovira,2015,46.29,46.45
73,Tolima,73622,Roncesvalles,2015,43.47,44.67
73,Tolima,73616,Rioblanco,2015,44.77,46.36
73,Tolima,73585,Purificación,2015,44.78,44.88
73,Tolima,73563,Prado,2015,46.72,46.25
73,Tolima,73555,Planadas,2015,44.69,46.58
73,Tolima,73854,Valle de San Juan,2015,46.06,45.65
73,Tolima,73770,Suárez,2015,44.87,45.9
73,Tolima,73686,Santa Isabel,2015,47.69,47.81
73,Tolima,73678,San Luis,2015,48.37,47.27
73,Tolima,73870,Villahermosa,2015,51.06,49.9
73,Tolima,73861,Venadillo,2015,49.41,48.82
73,Tolima,73547,Piedras,2015,48.86,48.69
73,Tolima,73520,Palocabildo,2015,48.0,47.65
73,Tolima,73504,Ortega,2015,42.98,43.78
73,Tolima,73483,Natagaima,2015,44.02,44.92
73,Tolima,73461,Murillo,2015,47.45,48.45
73,Tolima,73449,Melgar,2015,47.67,48.08
73,Tolima,73443,San Sebastián de Mariquita,2015,48.39,49.52
73,Tolima,73411,Líbano,2015,49.91,50.5
73,Tolima,73408,Lérida,2015,47.64,47.55
73,Tolima,73352,Icononzo,2015,48.8,47.71
73,Tolima,73349,Honda,2015,48.41,48.91
73,Tolima,73347,Herveo,2015,49.79,50.0
73,Tolima,73319,Guamo,2015,44.09,45.08
73,Tolima,73283,Fresno,2015,48.29,49.33
73,Tolima,73275,Flandes,2015,43.71,45.5
73,Tolima,73270,Falan,2015,49.3,49.5
73,Tolima,73268,Espinal,2015,46.79,47.43
73,Tolima,73236,Dolores,2015,48.65,48.39
73,Tolima,73226,Cunday,2015,44.71,45.39
73,Tolima,73217,Coyaima,2015,39.89,41.63
73,Tolima,73200,Coello,2015,45.62,47.88
73,Tolima,73168,Chaparral,2015,47.11,47.54
73,Tolima,73152,Casabianca,2015,47.5,48.04
73,Tolima,73148,Carmen de Apicalá,2015,47.56,47.3
73,Tolima,73124,Cajamarca,2015,46.62,48.34
73,Tolima,73067,Ataco,2015,45.91,45.74
73,Tolima,73055,Armero,2015,48.01,47.04
73,Tolima,73043,Anzoátegui,2015,46.28,47.01
73,Tolima,73030,Ambalema,2015,46.51,46.79
73,Tolima,73026,Alvarado,2015,50.09,47.63
73,Tolima,73024,Alpujarra,2015,47.63,47.23
73,Tolima,73001,Ibagué,2015,50.84,51.35
73,Tolima,73000,Tolima,2015,48.52,48.74
73,Tolima,73873,Villarrica,2015,49.9,49.01
76,Valle del Cauca,76318,Guacarí,2015,45.73,47.72
76,Valle del Cauca,76306,Ginebra,2015,51.05,52.81
76,Valle del Cauca,76275,Florida,2015,48.64,49.01
76,Valle del Cauca,76250,El Dovio,2015,51.09,48.72
76,Valle del Cauca,76248,El Cerrito,2015,47.41,48.65
76,Valle del Cauca,76246,El Cairo,2015,50.65,51.91
76,Valle del Cauca,76243,El Águila,2015,44.85,47.1
76,Valle del Cauca,76233,Dagua,2015,48.1,49.46
76,Valle del Cauca,76147,Cartago,2015,49.09,50.26
76,Valle del Cauca,76130,Candelaria,2015,47.93,48.87
76,Valle del Cauca,76126,Calima,2015,52.85,53.13
76,Valle del Cauca,76122,Caicedonia,2015,46.71,48.31
