Código Departamento,Departamento,Código Entidad,Entidad,Dimensión,Subcategoría,Indicador,Dato Numérico,Dato Cualitativo,Año,Mes,Fuente,Unidad de Medida
50,Meta,50270,El Dorado,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,49.13,,2010,12,ICFES,Puntos
52,Nariño,52000,Nariño,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,50.96,,2010,12,ICFES,Puntos
52,Nariño,52001,Pasto,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,53.25,,2010,12,ICFES,Puntos
52,Nariño,52019,Albán,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,50.17,,2010,12,ICFES,Puntos
52,Nariño,52022,Aldana,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,51.37,,2010,12,ICFES,Puntos
52,Nariño,52036,Ancuyá,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,51.67,,2010,12,ICFES,Puntos
52,Nariño,52051,Arboleda,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,49.31,,2010,12,ICFES,Puntos
52,Nariño,52079,Barbacoas,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,42.46,,2010,12,ICFES,Puntos
52,Nariño,52083,Belén,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,56.89,,2010,12,ICFES,Puntos
52,Nariño,52110,Buesaco,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,50.9,,2010,12,ICFES,Puntos
52,Nariño,52203,Colón,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,66.78,,2010,12,ICFES,Puntos
52,Nariño,52207,Consacá,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,52.53,,2010,12,ICFES,Puntos
52,Nariño,52210,Contadero,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,52.58,,2010,12,ICFES,Puntos
52,Nariño,52215,Córdoba,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,46.81,,2010,12,ICFES,Puntos
52,Nariño,52224,Cuaspud,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,47.72,,2010,12,ICFES,Puntos
52,Nariño,52227,Cumbal,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,48.67,,2010,12,ICFES,Puntos
52,Nariño,52233,Cumbitara,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,48.74,,2010,12,ICFES,Puntos
52,Nariño,52240,Chachagüí,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,51.97,,2010,12,ICFES,Puntos
52,Nariño,52250,El Charco,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,44.48,,2010,12,ICFES,Puntos
52,Nariño,52254,El Peñol,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,47.83,,2010,12,ICFES,Puntos
52,Nariño,52256,El Rosario,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,48.2,,2010,12,ICFES,Puntos
52,Nariño,52258,El Tablón de Gómez,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,51.8,,2010,12,ICFES,Puntos
52,Nariño,52260,El Tambo,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,53.44,,2010,12,ICFES,Puntos
52,Nariño,52287,Funes,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,49.0,,2010,12,ICFES,Puntos
52,Nariño,52317,Guachucal,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,56.54,,2010,12,ICFES,Puntos
52,Nariño,52320,Guaitarilla,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,51.3,,2010,12,ICFES,Puntos
52,Nariño,52323,Gualmatán,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,50.57,,2010,12,ICFES,Puntos
52,Nariño,52352,Iles,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,48.87,,2010,12,ICFES,Puntos
52,Nariño,52354,Imués,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,48.94,,2010,12,ICFES,Puntos
52,Nariño,52356,Ipiales,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,50.63,,2010,12,ICFES,Puntos
52,Nariño,52378,La Cruz,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,53.48,,2010,12,ICFES,Puntos
52,Nariño,52381,La Florida,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,53.67,,2010,12,ICFES,Puntos
52,Nariño,52385,La Llanada,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,50.21,,2010,12,ICFES,Puntos
52,Nariño,52390,La Tola,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,44.01,,2010,12,ICFES,Puntos
52,Nariño,52399,La Unión,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,53.57,,2010,12,ICFES,Puntos
52,Nariño,52405,Leiva,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,46.89,,2010,12,ICFES,Puntos
52,Nariño,52411,Linares,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,52.12,,2010,12,ICFES,Puntos
52,Nariño,52418,Los Andes,Educación,Calidad  ,Puntaje promedio Pruebas Saber 11 - Matemáticas,48.42,,2010,12,ICFES,Puntos
